squareMeters,numberOfRooms,hasYard,cityCode,numPrevOwners,made,isNewBuilt,price
107,7,1,75004,7,1994,1,1 578 250
40,1,1,75007,1,1997,0,506 200
246,4,0,75005,1,1994,1,3 474 012
60,5,0,75018,2,2012,1,559 920
204,10,0,75011,4,2015,1,3 032 868
182,9,1,75018,9,2006,1,2 008 006
286,10,0,75007,8,2020,0,3 360 214
114,10,0,75019,2,2007,0,1 691 760
40,1,0,75004,3,2014,1,442 720
172,6,0,75002,1,2003,0,2 221 724
164,4,0,75018,6,2019,0,2 074 928
223,4,0,75018,3,1991,0,2 185 846
57,4,0,75006,7,2006,0,569 259
272,10,1,75013,9,1995,1,2 965 072
300,5,0,75008,9,2018,1,3 986 100
347,6,1,75017,7,2019,1,3 876 684
234,7,1,75019,9,2013,0,3 169 998
323,5,0,75006,10,1995,1,4 781 692
84,3,0,75009,6,2003,1,924 252
340,5,1,75005,7,2010,1,3 620 320
275,10,0,75016,10,1991,1,2 632 300
160,8,1,75005,3,2002,1,2 382 240
243,5,1,75015,9,1991,0,2 259 171
40,1,1,75020,8,2013,1,464 480
85,4,1,75011,8,2002,0,1 086 810
143,8,0,75005,8,2021,1,1 598 597
113,9,0,75005,1,1997,1,1 274 640
276,6,0,75009,2,2020,0,3 800 520
38,2,1,75004,5,2004,0,323 038
24,2,0,75002,8,2001,1,359 640
109,4,0,75016,1,2011,1,1 322 824
28,1,1,75005,6,2011,0,265 384
339,8,1,75008,6,2018,1,3 723 915
142,10,1,75012,8,2002,0,1 952 216
153,8,0,75011,3,2010,1,2 288 727
71,3,0,75009,3,1993,1,947 282
58,4,1,75006,1,2000,1,702 438
22,2,1,75014,8,2001,0,276 804
319,9,0,75010,9,1993,0,2 682 790
139,8,1,75008,10,1992,1,1 792 405
61,4,1,75009,5,2012,0,841 190
193,10,1,75004,8,2016,0,1 872 293
205,7,0,75003,1,1998,0,1 811 175
31,1,1,75006,5,1991,0,348 006
252,6,0,75010,3,2019,0,3 091 788
158,7,0,75012,5,2000,0,2 005 968
264,5,0,75013,5,2008,0,2 810 016
102,5,1,75008,2,1992,0,951 456
315,7,0,75020,7,2004,0,4 534 110
231,8,1,75009,4,2009,1,3 342 801
111,4,0,75020,4,2007,1,1 131 201
109,5,1,75001,2,2003,0,1 615 816
162,6,1,75013,8,1991,1,1 772 118
52,5,1,75010,10,1994,0,712 348
38,1,1,75020,1,2014,1,564 794
290,7,1,75002,5,2000,1,4 153 960
24,2,0,75005,4,2020,0,235 968
97,7,0,75006,8,2009,0,1 122 096
278,8,1,75005,8,2006,0,3 299 860
193,9,1,75001,3,2007,0,1 626 411
234,5,0,75018,7,1992,1,2 316 834
273,9,0,75009,6,2013,1,3 298 659
326,9,0,75018,10,1999,1,4 089 996
320,6,0,75016,2,1999,0,4 734 400
57,3,0,75016,2,2005,0,675 450
213,8,1,75016,3,2017,1,3 061 875
73,5,0,75013,3,1990,0,935 349
350,4,0,75015,2,2012,1,3 349 500
154,8,0,75010,5,2013,0,1 897 896
315,5,1,75014,4,1995,0,3 288 285
153,4,0,75010,3,1999,1,1 377 765
229,9,1,75010,3,2007,0,3 416 451
192,7,1,75020,7,2000,1,1 877 568
207,10,0,75011,8,1993,0,2 308 464
258,6,0,75010,8,1991,1,2 852 448
160,5,1,75003,2,2007,0,2 132 640
135,6,0,75002,8,1994,1,1 481 085
320,7,0,75016,3,2014,1,3 789 760
229,8,0,75019,1,2013,0,1 947 874
88,4,0,75004,3,2005,0,1 012 000
171,9,0,75019,5,2013,0,1 626 894
319,6,1,75020,3,1999,1,3 708 375
341,5,0,75020,6,2020,0,3 214 948
328,4,0,75016,10,2016,0,3 930 096
196,4,0,75017,7,2015,1,2 356 900
157,9,0,75001,8,2016,1,1 873 324
163,10,1,75006,1,2015,1,2 269 286
286,5,1,75012,9,2017,0,3 186 326
291,5,1,75004,10,2019,0,3 001 956
217,8,0,75006,3,1999,0,2 719 227
28,1,1,75007,10,2008,0,371 336
238,10,0,75019,6,2015,0,2 018 954
182,6,1,75014,4,2003,0,2 405 312
141,4,1,75010,3,2018,1,2 083 839
97,8,1,75010,5,2013,0,1 078 931
179,4,1,75019,7,1994,1,2 110 410
319,4,0,75003,3,2018,0,4 411 132
224,7,1,75013,4,2007,0,2 545 088
129,7,0,75004,4,1993,1,1 836 831
107,9,1,75011,8,1995,1,1 054 164
30,2,0,75005,5,1999,0,448 350
146,8,1,75009,8,2003,1,2 122 548
159,9,1,75010,8,2003,0,1 431 000
136,10,0,75008,10,2021,1,1 564 680
266,8,0,75013,6,2009,0,2 540 300
92,4,0,75004,7,1991,1,1 326 180
348,8,1,75007,3,2020,1,3 132 348
247,10,1,75007,10,1994,1,3 611 387
226,10,1,75011,5,1997,0,2 886 246
227,6,0,75018,9,1990,0,2 694 944
182,8,1,75007,5,2001,1,1 749 748
216,6,0,75008,9,2020,0,2 139 264
20,1,0,75003,4,1995,0,292 960
130,9,0,75004,6,1999,0,1 724 580
66,5,0,75002,1,1992,0,683 364
288,4,0,75010,3,1998,1,2 929 536
123,9,0,75008,4,2009,0,1 681 779
21,1,1,75010,5,2000,0,219 072
208,6,1,75020,5,2012,1,1 885 728
348,4,1,75008,2,1993,1,3 144 180
201,7,1,75018,1,2019,1,2 014 623
20,1,1,75005,9,2017,0,221 600
40,2,0,75003,9,1995,0,422 040
314,8,1,75020,10,1997,0,3 325 260
203,5,0,75012,6,1993,1,2 951 214
199,8,1,75019,2,1991,1,2 567 697
71,4,0,75018,9,2001,1,887 997
31,2,0,75009,8,2018,1,274 164
62,3,0,75019,1,1992,1,759 810
281,8,1,75002,5,2010,1,2 862 547
52,3,0,75002,7,1997,0,501 072
309,4,1,75014,9,1999,1,2 764 623
156,10,1,75005,10,1997,1,2 339 844
81,4,1,75016,7,2001,0,921 780
88,3,0,75014,8,2015,1,769 648
291,4,1,75018,9,2017,1,4 036 170
293,5,0,75003,5,2010,0,4 225 353
207,5,0,75019,3,2010,0,2 611 305
180,8,1,75005,2,1993,1,2 199 960
33,2,1,75006,10,2000,0,329 340
342,5,0,75015,10,2018,0,4 435 740
170,6,0,75002,9,1999,0,2 499 340
313,10,0,75017,2,1994,1,3 132 504
111,9,1,75014,8,1998,1,1 114 440
73,3,1,75014,5,1991,1,897 973
88,4,1,75003,9,1990,1,1 261 304
235,10,1,75004,7,2003,0,2 336 605
177,5,1,75007,3,2017,0,2 432 688
337,6,0,75014,3,2021,1,4 078 037
228,9,1,75011,9,1996,0,2 688 348
209,8,1,75013,10,2001,1,2 753 993
165,10,0,75002,6,2021,1,1 767 480
36,1,1,75017,5,2003,0,384 948
21,1,1,75002,7,2010,0,180 075
246,8,0,75008,1,1993,1,3 619 890
154,10,1,75013,10,2006,1,2 143 218
305,9,1,75017,3,1996,1,3 842 390
163,9,1,75002,5,2017,0,1 521 605
20,1,1,75003,8,2000,0,223 520
291,9,0,75007,9,1992,1,2 535 483
349,6,1,75004,3,2017,0,4 124 482
318,9,0,75001,4,2012,0,2 771 688
319,6,1,75014,6,2019,1,3 668 181
154,4,0,75001,6,1990,1,1 547 854
60,5,1,75009,10,2009,0,679 800
142,4,1,75007,8,2019,0,1 868 862
228,8,1,75020,9,1990,0,2 998 656
40,1,1,75015,5,2001,1,377 400
87,4,0,75002,1,2001,0,806 664
292,9,1,75020,5,1998,1,3 022 784
294,6,0,75014,8,2002,0,3 300 738
322,9,0,75010,1,1997,0,4 804 240
62,5,1,75011,2,2020,0,767 622
84,3,0,75017,8,2006,0,766 668
196,4,1,75003,3,2012,0,2 738 316
176,5,0,75009,5,2014,1,2 013 440
178,8,1,75004,3,1997,0,2 238 884
249,4,0,75008,9,2002,0,2 979 783
334,10,0,75002,4,2018,1,3 298 584
239,7,1,75018,5,1995,0,3 196 147
46,1,1,75018,5,1990,0,517 592
82,5,0,75014,10,2017,1,1 164 236
184,4,1,75014,2,2009,1,2 505 528
51,5,1,75020,2,2003,0,710 124
57,3,1,75005,4,2019,1,587 214
332,6,1,75012,8,2019,0,3 501 272
42,2,0,75010,1,2013,1,471 954
328,7,1,75002,3,2004,1,2 934 616
23,2,0,75008,1,1994,0,229 586
77,3,1,75016,3,2019,1,971 355
51,5,1,75012,2,2013,1,535 908
143,6,0,75014,9,2013,0,1 888 458
79,3,1,75012,9,2006,0,972 095
218,6,1,75020,8,2020,1,1 961 346
70,3,0,75014,4,1991,1,594 720
251,7,1,75012,3,2015,0,3 097 340
179,7,0,75003,1,2004,1,1 769 236
176,9,1,75015,2,1996,0,1 677 984
316,8,1,75008,8,2005,0,4 171 200
248,9,0,75018,1,2020,1,2 845 304
294,10,1,75016,5,2010,1,2 870 322
92,6,1,75014,6,2016,1,1 329 952
339,5,1,75016,10,2015,1,4 354 455
67,3,0,75015,4,2019,1,824 234
265,7,0,75007,5,1991,1,2 511 670
104,7,1,75001,1,2011,0,1 429 480
48,1,1,75003,10,2004,0,528 048
84,4,1,75001,3,2013,0,828 744
212,8,1,75017,7,2017,1,2 130 176
122,4,0,75019,2,1990,1,1 809 382
310,7,0,75005,10,2015,0,4 447 880
33,2,0,75004,4,2014,1,354 486
156,5,0,75012,5,1992,0,1 623 024
335,9,1,75012,4,2001,0,4 531 880
85,3,1,75004,4,2004,1,908 055
276,5,0,75010,9,2004,0,3 430 404
252,10,1,75004,5,1995,1,3 731 364
346,5,1,75002,3,2016,0,5 179 620
235,6,0,75007,6,2021,1,3 005 180
26,1,0,75009,8,1993,0,367 016
331,5,1,75009,10,2006,0,3 111 069
245,8,0,75018,2,2002,1,2 791 530
246,9,0,75019,1,1998,0,2 579 802
55,5,0,75014,6,2005,1,533 445
61,3,0,75012,7,1995,1,561 261
336,5,1,75001,1,2007,0,3 660 048
67,4,0,75014,6,1996,0,912 339
263,9,0,75015,4,2010,1,3 520 255
146,8,1,75004,1,2003,0,1 290 056
311,9,0,75016,4,1991,0,4 178 907
194,5,0,75019,10,2007,0,1 691 874
37,1,1,75002,5,2010,1,421 060
200,4,1,75017,4,2019,0,2 438 200
75,3,0,75014,8,2003,0,988 500
61,3,1,75019,5,2007,0,684 359
147,7,1,75011,4,2014,0,1 897 329
117,5,0,75016,2,1993,1,1 636 596
216,4,0,75009,2,1996,1,2 017 008
78,3,0,75020,7,1995,0,1 080 768
333,4,1,75007,6,2003,0,4 781 214
227,4,0,75019,8,2002,1,3 377 533
234,10,0,75005,5,2013,0,3 384 108
265,9,1,75013,6,2021,1,2 580 570
76,5,1,75001,1,2000,1,902 044
279,8,1,75017,4,2010,1,3 689 217
48,2,1,75007,10,1996,1,657 216
162,4,1,75018,7,2000,1,1 862 514
173,5,1,75003,10,2009,1,2 041 227
167,5,1,75007,7,2010,1,1 991 141
150,5,0,75020,4,2016,0,1 319 100
113,4,1,75008,7,1994,1,1 644 376
216,7,0,75009,2,2013,1,1 836 648
337,9,0,75015,10,2017,0,3 909 537
268,9,1,75009,3,1991,1,2 665 528
54,5,0,75005,1,2005,1,554 094
59,3,1,75015,1,2001,1,715 021
220,6,0,75019,4,2020,0,2 011 900
126,5,1,75009,2,2002,1,1 760 724
110,7,1,75015,2,1992,1,1 645 600
259,8,1,75015,2,2015,1,3 418 023
147,7,0,75015,4,1999,1,1 730 043
174,4,0,75006,4,1997,1,1 661 700
219,6,1,75004,8,1993,1,2 850 942
231,8,1,75013,8,2021,1,2 730 882
250,7,1,75012,7,2015,0,2 751 000
241,10,1,75007,2,2021,0,2 376 983
55,4,0,75006,7,2019,1,729 740
281,10,0,75014,3,2003,0,3 386 050
101,5,1,75003,7,2011,0,942 128
318,4,1,75006,4,1998,1,3 660 816
253,10,0,75009,3,2018,1,3 144 537
252,6,1,75002,5,2002,0,3 308 760
338,10,0,75008,10,1998,1,4 394 676
134,8,1,75015,9,1992,0,1 486 730
233,10,0,75005,5,2001,0,2 778 525
271,5,0,75016,6,1994,1,2 408 648
125,9,1,75020,7,2001,0,1 508 625
146,5,0,75009,3,1993,0,1 785 580
87,4,1,75012,7,1997,0,1 074 972
288,8,0,75003,10,2009,0,3 999 456
143,9,1,75007,6,1992,1,1 797 796
44,2,0,75020,5,2000,0,542 036
213,8,1,75017,9,2017,0,2 258 226
272,7,1,75016,1,1990,1,3 094 000
28,1,0,75008,8,2002,0,418 572
130,6,1,75016,7,1994,1,1 628 380
86,3,1,75004,7,2007,1,1 062 444
117,9,1,75004,9,2007,0,1 305 252
197,8,0,75008,7,2018,0,2 762 137
160,4,0,75016,7,2007,1,2 312 480
182,7,1,75006,5,2016,0,2 542 904
180,4,1,75010,5,1999,0,2 400 660
39,1,0,75013,9,1997,1,370 851
168,5,1,75012,4,2003,1,1 685 544
90,4,1,75004,3,1992,0,1 163 790
253,7,0,75013,2,2009,0,2 204 136
23,2,0,75015,8,1992,0,261 349
345,8,0,75020,8,1996,0,4 147 245
276,4,1,75005,3,1995,1,3 582 204
325,6,1,75003,10,2012,0,4 499 625
161,8,1,75004,8,2007,1,1 466 227
35,2,1,75001,3,2016,1,454 020
144,4,0,75003,6,2015,1,1 222 272
47,2,1,75008,4,2015,1,644 934
41,2,0,75013,8,1995,1,563 422
117,7,0,75009,9,2011,1,1 722 474
35,2,0,75007,8,1990,0,337 680
65,3,1,75007,10,2020,1,628 810
323,10,1,75008,6,2019,0,4 377 942
109,4,1,75006,2,2021,0,1 521 095
146,10,1,75008,2,1999,0,1 332 396
318,7,1,75018,5,2004,0,3 030 222
328,6,0,75018,7,1991,1,4 841 280
135,9,0,75001,8,2018,1,1 757 025
219,4,1,75009,7,2002,1,2 612 889
300,6,1,75010,8,2007,1,3 472 200
105,7,0,75015,3,1991,1,1 053 360
62,3,0,75006,9,1991,1,581 002
347,8,0,75016,5,2016,0,3 026 187
225,5,1,75019,8,2006,1,2 688 075
22,1,0,75017,6,2004,0,292 864
250,4,1,75019,7,2013,1,2 594 250
342,5,0,75004,4,2010,1,4 289 022
33,1,0,75017,1,1993,0,365 211
201,10,1,75017,5,2006,0,1 970 805
196,8,1,75017,6,2002,1,2 524 088
89,5,1,75011,6,2006,0,868 818
76,5,1,75003,10,1999,0,1 098 428
251,5,0,75015,5,1993,0,2 598 854
187,8,0,75008,3,2013,0,1 664 300
292,4,1,75016,10,1998,1,3 961 856
331,5,1,75001,10,1990,1,3 616 175
251,4,0,75005,6,2002,0,2 425 915
271,7,0,75017,6,2021,0,3 591 834
183,8,0,75009,9,2015,0,2 279 448
295,10,1,75012,8,1996,1,3 596 640
263,7,1,75015,8,2006,1,3 495 270
62,3,0,75019,4,2013,1,917 786
216,4,1,75008,7,1994,0,1 841 400
347,10,0,75004,10,2008,1,3 375 616
333,8,0,75019,7,1994,1,4 310 685
42,1,1,75017,7,1996,0,556 416
199,5,0,75019,9,2017,0,1 848 710
111,5,0,75006,9,2001,0,1 388 610
86,3,0,75018,8,2018,0,749 404
349,7,1,75020,2,2004,0,4 609 592
246,10,0,75003,6,1991,0,3 278 442
249,9,0,75017,5,1998,0,2 680 236
261,6,1,75013,3,2013,1,2 332 818
148,4,1,75013,9,2008,1,1 563 620
209,5,1,75005,10,1990,1,3 064 567
271,7,1,75009,3,2002,1,3 790 748
226,10,1,75008,7,2016,0,2 508 374
315,10,1,75004,8,2013,1,2 666 160
52,4,1,75006,5,2019,0,776 464
182,8,0,75012,8,2012,1,2 722 356
165,10,0,75007,6,2013,0,1 527 240
110,7,1,75001,3,2006,0,1 621 400
76,4,0,75019,3,2021,1,687 648
271,6,0,75016,7,1996,0,2 767 452
298,6,0,75016,4,2014,1,3 829 002
335,8,1,75003,10,2008,1,3 378 140
279,5,0,75018,1,2001,0,3 257 883
25,2,0,75003,4,2021,0,300 150
298,7,1,75014,7,2013,0,3 058 672
208,10,0,75008,9,2005,1,2 186 704
20,1,1,75006,5,2007,1,176 880
186,6,0,75015,5,2000,1,1 891 434
187,7,1,75016,7,2017,0,2 361 810
326,6,0,75008,10,2007,0,3 597 736
79,5,0,75002,5,2002,0,846 880
136,6,0,75016,5,1990,1,1 618 672
91,8,1,75018,10,2004,0,893 620
178,5,0,75014,2,1998,1,1 958 534
42,2,0,75020,4,2010,1,531 048
83,4,0,75010,10,2015,0,777 793
153,6,1,75017,4,2021,1,1 542 240
191,4,0,75003,3,2008,0,2 558 827
222,10,1,75006,10,2002,0,3 263 844
89,5,0,75004,4,2018,0,793 613
176,4,0,75018,8,2012,0,1 789 392
340,7,0,75009,2,2011,0,3 040 280
120,8,1,75001,6,2019,0,1 437 120
318,9,1,75005,10,2002,1,3 978 816
27,1,0,75018,1,2001,1,229 743
323,6,1,75006,3,2017,0,4 132 462
223,7,1,75017,3,2021,0,2 582 563
58,4,1,75002,4,1995,1,541 546
291,5,0,75001,7,1991,1,3 811 227
254,4,0,75003,6,2002,1,3 098 800
227,6,0,75014,5,2003,1,2 719 687
151,5,1,75014,10,2012,1,1 822 721
348,4,1,75013,6,1992,1,3 277 464
272,6,1,75014,9,2021,1,3 572 992
115,7,0,75006,3,1993,1,1 107 680
20,1,1,75012,6,1995,0,234 080
257,4,0,75006,8,2021,0,2 193 495
20,1,1,75002,5,2008,1,295 060
272,6,1,75016,2,1996,0,2 486 352
161,10,0,75011,3,1990,0,2 213 911
129,9,1,75008,8,2016,1,1 381 461
83,3,1,75002,6,2019,0,1 059 495
111,7,0,75010,4,1996,0,1 048 839
297,8,0,75009,4,2012,1,4 388 769
81,4,0,75004,5,2010,1,986 337
135,9,0,75001,3,2011,1,1 811 835
188,7,1,75002,8,1999,0,2 526 532
70,5,0,75017,5,1996,0,691 180
233,5,0,75011,2,2007,1,2 083 952
249,7,0,75010,4,1998,0,2 598 315
347,7,0,75016,3,2014,0,3 840 249
79,3,0,75006,7,2006,1,889 540
274,4,1,75001,2,2000,0,3 124 696
239,4,1,75019,4,2003,1,2 543 916
86,4,0,75003,5,2016,1,1 080 848
290,9,1,75001,8,2009,0,4 267 350
254,10,0,75017,3,2021,1,3 611 626
325,7,1,75003,1,2006,1,2 775 500
55,5,1,75012,9,1994,0,590 260
262,6,0,75005,2,1994,0,3 353 338
230,5,1,75003,5,1997,1,2 397 520
99,5,1,75001,8,2018,0,1 117 809
200,6,0,75018,4,1998,0,1 695 000
300,5,0,75009,9,2006,0,4 019 100
37,1,0,75004,7,2019,1,321 567
265,7,1,75004,1,1990,1,3 313 030
208,10,1,75004,10,2013,0,1 984 112
138,9,0,75007,10,2013,0,2 042 814
235,7,0,75007,5,2020,1,2 530 950
20,1,0,75011,6,2020,1,198 080
59,3,1,75003,6,2016,1,822 519
320,10,1,75007,4,1992,1,4 559 040
193,10,1,75014,5,2014,0,2 405 938
43,1,0,75001,6,2009,0,586 735
187,8,0,75010,8,2021,1,2 161 159
63,4,0,75002,8,2009,0,585 711
160,4,1,75013,8,2013,0,1 469 280
238,7,0,75007,8,2017,1,3 012 366
81,5,0,75017,3,2009,0,873 666
235,5,1,75020,6,2007,0,3 127 380
320,6,1,75002,5,2016,0,4 138 560
132,8,0,75013,6,1992,1,1 393 128
307,8,0,75017,3,2005,0,3 243 148
117,4,0,75016,4,2003,1,1 224 171
238,4,1,75020,9,2009,1,2 554 216
269,10,0,75020,10,1998,1,3 907 763
224,8,1,75019,3,1993,0,2 579 808
87,4,0,75017,1,1995,1,993 801
51,5,0,75003,9,2015,0,530 145
238,8,0,75013,4,1998,1,3 181 346
247,7,1,75014,2,2019,0,3 045 757
124,9,0,75007,6,1991,0,1 606 544
106,7,1,75013,9,2019,0,1 110 880
266,6,1,75010,7,2012,1,3 262 224
38,2,0,75003,8,2012,0,436 810
218,4,0,75010,4,1996,0,3 202 420
150,4,1,75014,8,1995,1,1 795 950
344,6,1,75002,6,2021,0,3 463 392
94,9,0,75020,8,1993,1,849 948
131,7,1,75017,6,2003,0,1 227 208
51,4,0,75008,5,2017,0,554 013
231,10,1,75018,5,2017,1,2 301 453
238,5,1,75017,5,1991,0,2 315 502
244,10,1,75016,6,2006,0,2 483 432
327,6,0,75010,1,2019,0,3 957 027
289,7,1,75019,4,2013,0,4 090 795
170,4,1,75017,6,2014,1,1 516 910
253,4,1,75009,5,2006,1,2 541 385
130,4,1,75016,10,1994,1,1 506 310
279,7,0,75017,7,2007,1,2 430 369
30,1,1,75018,7,2011,0,422 850
89,5,0,75011,1,2003,0,840 694
115,8,0,75020,4,2017,0,1 465 445
138,7,0,75010,2,2009,1,1 523 658
233,10,0,75014,1,2019,0,3 388 053
170,8,1,75017,1,2010,1,1 713 770
261,8,0,75017,3,2008,1,2 480 805
292,10,1,75006,4,1994,0,3 801 548
68,3,0,75014,7,2000,0,977 636
107,4,1,75018,10,2001,0,1 050 419
290,4,0,75008,8,1991,1,3 684 740
43,1,1,75011,4,1994,1,501 466
330,10,1,75007,7,2009,1,3 286 470
302,4,0,75007,4,2014,0,2 549 182
136,4,1,75020,1,2001,0,1 983 152
339,7,0,75016,4,2019,1,3 120 495
161,5,1,75012,2,2020,1,2 225 181
26,2,0,75015,7,2014,0,230 256
90,3,1,75020,3,2010,1,836 820
23,2,0,75014,4,2003,1,325 565
93,9,0,75020,6,2009,0,1 108 932
146,7,1,75016,10,1994,1,2 061 520
195,7,0,75001,3,1995,0,2 048 670
30,2,0,75020,3,2010,0,335 070
113,7,0,75008,1,2000,1,1 527 308
220,7,0,75003,9,2005,0,2 448 820
137,7,1,75011,3,1994,1,1 507 822
188,4,0,75003,5,1997,1,2 399 632
267,7,0,75019,7,1993,0,2 918 577
295,9,1,75010,6,1993,0,2 646 150
49,1,0,75015,9,2016,1,713 979
346,6,0,75010,7,2014,1,4 559 934
253,7,1,75017,9,1990,1,2 674 969
231,10,0,75013,4,2017,1,3 273 039
184,8,1,75011,4,2008,1,1 605 768
25,2,0,75018,3,2015,0,249 025
80,3,1,75011,2,1993,1,998 000
128,6,0,75006,6,1994,0,1 286 144
64,5,1,75014,4,2013,0,656 960
294,6,0,75018,7,1992,1,4 242 126
283,4,0,75020,1,2009,1,3 773 522
191,5,1,75016,1,1998,0,1 605 928
113,8,1,75013,6,2012,1,1 487 080
63,5,1,75015,5,2020,1,581 301
54,5,1,75003,6,2004,0,768 420
168,4,1,75014,5,2004,0,2 178 792
324,6,1,75008,3,2018,1,3 078 648
61,4,0,75016,2,2018,0,677 893
117,9,1,75018,3,2016,0,1 459 458
263,4,0,75006,4,2021,0,3 775 891
76,4,0,75001,7,1990,0,771 552
90,4,1,75016,2,2005,0,1 239 210
75,4,1,75018,5,2010,0,1 046 775
291,9,0,75007,5,1998,1,2 514 240
218,8,0,75017,9,2016,0,3 189 776
202,6,1,75007,10,1990,1,2 391 276
171,10,0,75014,9,2004,0,2 312 091
235,4,1,75011,5,2012,1,2 407 810
105,7,1,75002,10,2010,0,1 148 070
35,1,0,75008,9,2008,0,417 970
142,4,0,75001,1,1992,0,1 786 928
284,7,1,75003,7,2006,0,2 832 048
309,6,1,75002,7,2020,0,2 612 595
77,3,1,75009,5,2003,0,649 572
330,6,1,75012,7,1997,0,4 479 090
199,8,1,75018,7,1992,0,2 847 690
217,4,1,75013,8,1997,1,2 764 580
174,8,0,75009,1,1993,1,1 903 560
84,4,1,75006,7,1994,0,971 040
62,4,1,75014,2,1990,1,844 130
306,4,0,75017,3,2021,1,2 970 648
154,6,0,75001,9,2005,1,2 171 554
154,5,0,75016,3,1992,0,1 728 496
320,6,1,75003,1,1992,1,4 242 240
176,9,0,75014,3,2007,0,1 832 160
331,10,0,75002,7,1993,0,3 447 365
203,8,1,75006,3,1994,0,2 400 678
249,7,0,75017,6,1991,1,3 692 421
244,4,1,75015,4,2019,0,2 123 288
290,5,0,75005,4,2020,1,3 424 900
64,5,1,75017,8,2009,0,959 104
112,8,1,75011,9,2005,0,1 229 760
97,8,1,75019,8,2016,0,952 831
174,4,1,75001,9,2017,0,2 419 644
285,9,0,75018,5,2014,1,2 908 995
277,6,0,75009,7,2016,0,2 893 542
