squareMeters,numberOfRooms,hasYard,cityCode,numPrevOwners,made,isNewBuilt,price
229,7,1,75010,3,2007,0,3416451
192,5,1,75020,7,2000,1,1877568
207,7,0,75011,8,1993,0,2308464
258,7,0,75010,8,1991,1,2852448
160,4,1,75003,2,2007,0,2132640
135,8,0,75002,8,1994,1,1481085
320,9,0,75016,3,2014,1,3789760
229,6,0,75019,1,2013,0,1947874
88,4,0,75004,3,2005,0,1012000
171,6,0,75019,5,2013,0,1626894
319,9,1,75020,3,1999,1,3708375
341,4,0,75020,6,2020,0,3214948
328,6,0,75016,10,2016,0,3930096
196,7,0,75017,7,2015,1,2356900
157,4,0,75001,8,2016,1,1873324
163,6,1,75006,1,2015,1,2269286
286,5,1,75012,9,2017,0,3186326
291,5,1,75004,10,2019,0,3001956
217,8,0,75006,3,1999,0,2719227
28,1,1,75007,10,2008,0,371336
238,8,0,75019,6,2015,0,2018954
182,5,1,75014,4,2003,0,2405312
141,6,1,75010,3,2018,1,2083839
97,8,1,75010,5,2013,0,1078931
179,8,1,75019,7,1994,1,2110410
319,7,0,75003,3,2018,0,4411132
224,7,1,75013,4,2007,0,2545088
129,6,0,75004,4,1993,1,1836831
107,9,1,75011,8,1995,1,1054164
30,1,0,75005,5,1999,0,448350
146,10,1,75009,8,2003,1,2122548
159,10,1,75010,8,2003,0,1431000
136,7,0,75008,10,2021,1,1564680
266,8,0,75013,6,2009,0,2540300
92,6,0,75004,7,1991,1,1326180
348,5,1,75007,3,2020,1,3132348
247,6,1,75007,10,1994,1,3611387
226,4,1,75011,5,1997,0,2886246
227,7,0,75018,9,1990,0,2694944
182,8,1,75007,5,2001,1,1749748
216,9,0,75008,9,2020,0,2139264
20,1,0,75003,4,1995,0,292960
130,8,0,75004,6,1999,0,1724580
66,5,0,75002,1,1992,0,683364
288,6,0,75010,3,1998,1,2929536
123,7,0,75008,4,2009,0,1681779
21,2,1,75010,5,2000,0,219072
208,6,1,75020,5,2012,1,1885728
348,10,1,75008,2,1993,1,3144180
201,4,1,75018,1,2019,1,2014623
20,1,1,75005,9,2017,0,221600
40,1,0,75003,9,1995,0,422040
314,5,1,75020,10,1997,0,3325260
203,8,0,75012,6,1993,1,2951214
199,4,1,75019,2,1991,1,2567697
71,5,0,75018,9,2001,1,887997
31,2,0,75009,8,2018,1,274164
62,5,0,75019,1,1992,1,759810
281,10,1,75002,5,2010,1,2862547
52,3,0,75002,7,1997,0,501072
309,10,1,75014,9,1999,1,2764623
156,6,1,75005,10,1997,1,2339844
81,5,1,75016,7,2001,0,921780
88,3,0,75014,8,2015,1,769648
291,5,1,75018,9,2017,1,4036170
293,5,0,75003,5,2010,0,4225353
207,6,0,75019,3,2010,0,2611305
180,10,1,75005,2,1993,1,2199960
33,2,1,75006,10,2000,0,329340
342,10,0,75015,10,2018,0,4435740
170,7,0,75002,9,1999,0,2499340
313,4,0,75017,2,1994,1,3132504
111,10,1,75014,8,1998,1,1114440
73,3,1,75014,5,1991,1,897973
88,5,1,75003,9,1990,1,1261304
235,8,1,75004,7,2003,0,2336605
177,5,1,75007,3,2017,0,2432688
337,5,0,75014,3,2021,1,4078037
228,8,1,75011,9,1996,0,2688348
209,4,1,75013,10,2001,1,2753993
165,6,0,75002,6,2021,1,1767480
36,2,1,75017,5,2003,0,384948
21,2,1,75002,7,2010,0,180075
246,7,0,75008,1,1993,1,3619890
154,6,1,75013,10,2006,1,2143218
305,10,1,75017,3,1996,1,3842390
163,4,1,75002,5,2017,0,1521605
20,1,1,75003,8,2000,0,223520
291,4,0,75007,9,1992,1,2535483
349,7,1,75004,3,2017,0,4124482
318,7,0,75001,4,2012,0,2771688
319,8,1,75014,6,2019,1,3668181
154,9,0,75001,6,1990,1,1547854
60,5,1,75009,10,2009,0,679800
142,9,1,75007,8,2019,0,1868862
228,6,1,75020,9,1990,0,2998656
40,2,1,75015,5,2001,1,377400
87,4,0,75002,1,2001,0,806664
292,6,1,75020,5,1998,1,3022784
294,8,0,75014,8,2002,0,3300738
322,5,0,75010,1,1997,0,4804240
62,5,1,75011,2,2020,0,767622
84,5,0,75017,8,2006,0,766668
196,7,1,75003,3,2012,0,2738316
176,10,0,75009,5,2014,1,2013440
178,6,1,75004,3,1997,0,2238884
249,5,0,75008,9,2002,0,2979783
334,4,0,75002,4,2018,1,3298584
239,5,1,75018,5,1995,0,3196147
46,2,1,75018,5,1990,0,517592
82,3,0,75014,10,2017,1,1164236
184,8,1,75014,2,2009,1,2505528
51,5,1,75020,2,2003,0,710124
57,4,1,75005,4,2019,1,587214
332,8,1,75012,8,2019,0,3501272
42,2,0,75010,1,2013,1,471954
328,7,1,75002,3,2004,1,2934616
23,2,0,75008,1,1994,0,229586
77,5,1,75016,3,2019,1,971355
51,5,1,75012,2,2013,1,535908
143,4,0,75014,9,2013,0,1888458
79,4,1,75012,9,2006,0,972095
218,8,1,75020,8,2020,1,1961346
70,5,0,75014,4,1991,1,594720
251,6,1,75012,3,2015,0,3097340
179,9,0,75003,1,2004,1,1769236
176,6,1,75015,2,1996,0,1677984
316,4,1,75008,8,2005,0,4171200
248,7,0,75018,1,2020,1,2845304
294,10,1,75016,5,2010,1,2870322
92,4,1,75014,6,2016,1,1329952
339,7,1,75016,10,2015,1,4354455
67,3,0,75015,4,2019,1,824234
265,6,0,75007,5,1991,1,2511670
104,5,1,75001,1,2011,0,1429480
48,2,1,75003,10,2004,0,528048
84,5,1,75001,3,2013,0,828744
212,5,1,75017,7,2017,1,2130176
122,8,0,75019,2,1990,1,1809382
310,6,0,75005,10,2015,0,4447880
33,1,0,75004,4,2014,1,354486
156,9,0,75012,5,1992,0,1623024
335,9,1,75012,4,2001,0,4531880
85,3,1,75004,4,2004,1,908055
276,10,0,75010,9,2004,0,3430404
252,8,1,75004,5,1995,1,3731364
346,6,1,75002,3,2016,0,5179620
235,8,0,75007,6,2021,1,3005180
26,2,0,75009,8,1993,0,367016
331,6,1,75009,10,2006,0,3111069
245,7,0,75018,2,2002,1,2791530
246,6,0,75019,1,1998,0,2579802
55,3,0,75014,6,2005,1,533445
61,3,0,75012,7,1995,1,561261
336,9,1,75001,1,2007,0,3660048
67,5,0,75014,6,1996,0,912339
263,5,0,75015,4,2010,1,3520255
146,4,1,75004,1,2003,0,1290056
311,6,0,75016,4,1991,0,4178907
194,9,0,75019,10,2007,0,1691874
37,2,1,75002,5,2010,1,421060
200,8,1,75017,4,2019,0,2438200
75,4,0,75014,8,2003,0,988500
61,5,1,75019,5,2007,0,684359
147,5,1,75011,4,2014,0,1897329
117,8,0,75016,2,1993,1,1636596
216,10,0,75009,2,1996,1,2017008
78,5,0,75020,7,1995,0,1080768
333,7,1,75007,6,2003,0,4781214
227,7,0,75019,8,2002,1,3377533
234,9,0,75005,5,2013,0,3384108
265,5,1,75013,6,2021,1,2580570
76,3,1,75001,1,2000,1,902044
279,7,1,75017,4,2010,1,3689217
48,1,1,75007,10,1996,1,657216
162,6,1,75018,7,2000,1,1862514
173,10,1,75003,10,2009,1,2041227
167,9,1,75007,7,2010,1,1991141
150,8,0,75020,4,2016,0,1319100
113,8,1,75008,7,1994,1,1644376
216,5,0,75009,2,2013,1,1836648
337,6,0,75015,10,2017,0,3909537
268,8,1,75009,3,1991,1,2665528
54,3,0,75005,1,2005,1,554094
59,4,1,75015,1,2001,1,715021
220,9,0,75019,4,2020,0,2011900
126,10,1,75009,2,2002,1,1760724
110,8,1,75015,2,1992,1,1645600
259,6,1,75015,2,2015,1,3418023
147,10,0,75015,4,1999,1,1730043
174,6,0,75006,4,1997,1,1661700
219,8,1,75004,8,1993,1,2850942
231,4,1,75013,8,2021,1,2730882
250,5,1,75012,7,2015,0,2751000
241,5,1,75007,2,2021,0,2376983
55,3,0,75006,7,2019,1,729740
281,10,0,75014,3,2003,0,3386050
101,4,1,75003,7,2011,0,942128
318,6,1,75006,4,1998,1,3660816
253,7,0,75009,3,2018,1,3144537
252,5,1,75002,5,2002,0,3308760
338,5,0,75008,10,1998,1,4394676
134,6,1,75015,9,1992,0,1486730
233,8,0,75005,5,2001,0,2778525
271,8,0,75016,6,1994,1,2408648
125,9,1,75020,7,2001,0,1508625
146,9,0,75009,3,1993,0,1785580
87,5,1,75012,7,1997,0,1074972
288,5,0,75003,10,2009,0,3999456
143,5,1,75007,6,1992,1,1797796
44,2,0,75020,5,2000,0,542036
213,9,1,75017,9,2017,0,2258226
272,7,1,75016,1,1990,1,3094000
28,2,0,75008,8,2002,0,418572
130,8,1,75016,7,1994,1,1628380
86,4,1,75004,7,2007,1,1062444
117,8,1,75004,9,2007,0,1305252
197,6,0,75008,7,2018,0,2762137
160,5,0,75016,7,2007,1,2312480
182,6,1,75006,5,2016,0,2542904
180,7,1,75010,5,1999,0,2400660
39,2,0,75013,9,1997,1,370851
168,7,1,75012,4,2003,1,1685544
90,5,1,75004,3,1992,0,1163790
253,5,0,75013,2,2009,0,2204136
23,1,0,75015,8,1992,0,261349
345,6,0,75020,8,1996,0,4147245
276,8,1,75005,3,1995,1,3582204
325,4,1,75003,10,2012,0,4499625
161,9,1,75004,8,2007,1,1466227
35,2,1,75001,3,2016,1,454020
144,7,0,75003,6,2015,1,1222272
47,1,1,75008,4,2015,1,644934
41,1,0,75013,8,1995,1,563422
117,4,0,75009,9,2011,1,1722474
35,2,0,75007,8,1990,0,337680
65,4,1,75007,10,2020,1,628810
323,6,1,75008,6,2019,0,4377942
109,5,1,75006,2,2021,0,1521095
146,7,1,75008,2,1999,0,1332396
318,10,1,75018,5,2004,0,3030222
328,10,0,75018,7,1991,1,4841280
135,5,0,75001,8,2018,1,1757025
219,4,1,75009,7,2002,1,2612889
300,6,1,75010,8,2007,1,3472200
105,6,0,75015,3,1991,1,1053360
62,5,0,75006,9,1991,1,581002
347,10,0,75016,5,2016,0,3026187
225,7,1,75019,8,2006,1,2688075
22,1,0,75017,6,2004,0,292864
250,8,1,75019,7,2013,1,2594250
342,10,0,75004,4,2010,1,4289022
33,2,0,75017,1,1993,0,365211
201,5,1,75017,5,2006,0,1970805
196,5,1,75017,6,2002,1,2524088
89,4,1,75011,6,2006,0,868818
76,3,1,75003,10,1999,0,1098428
251,6,0,75015,5,1993,0,2598854
187,9,0,75008,3,2013,0,1664300
292,5,1,75016,10,1998,1,3961856
331,10,1,75001,10,1990,1,3616175
251,7,0,75005,6,2002,0,2425915
271,8,0,75017,6,2021,0,3591834
183,10,0,75009,9,2015,0,2279448
295,4,1,75012,8,1996,1,3596640
263,10,1,75015,8,2006,1,3495270
62,4,0,75019,4,2013,1,917786
216,8,1,75008,7,1994,0,1841400
347,6,0,75004,10,2008,1,3375616
333,6,0,75019,7,1994,1,4310685
42,1,1,75017,7,1996,0,556416
199,8,0,75019,9,2017,0,1848710
111,7,0,75006,9,2001,0,1388610
86,4,0,75018,8,2018,0,749404
349,10,1,75020,2,2004,0,4609592
246,5,0,75003,6,1991,0,3278442
249,6,0,75017,5,1998,0,2680236
261,10,1,75013,3,2013,1,2332818
148,5,1,75013,9,2008,1,1563620
209,4,1,75005,10,1990,1,3064567
271,10,1,75009,3,2002,1,3790748
226,6,1,75008,7,2016,0,2508374
315,8,1,75004,8,2013,1,2666160
52,4,1,75006,5,2019,0,776464
182,7,0,75012,8,2012,1,2722356
165,9,0,75007,6,2013,0,1527240
110,7,1,75001,3,2006,0,1621400
76,5,0,75019,3,2021,1,687648
271,7,0,75016,7,1996,0,2767452
298,9,0,75016,4,2014,1,3829002
335,5,1,75003,10,2008,1,3378140
279,5,0,75018,1,2001,0,3257883
25,2,0,75003,4,2021,0,300150
298,9,1,75014,7,2013,0,3058672
208,10,0,75008,9,2005,1,2186704
20,1,1,75006,5,2007,1,176880
186,8,0,75015,5,2000,1,1891434
187,8,1,75016,7,2017,0,2361810
326,7,0,75008,10,2007,0,3597736
79,3,0,75002,5,2002,0,846880
136,4,0,75016,5,1990,1,1618672
91,6,1,75018,10,2004,0,893620
178,7,0,75014,2,1998,1,1958534
42,1,0,75020,4,2010,1,531048
83,5,0,75010,10,2015,0,777793
153,4,1,75017,4,2021,1,1542240
191,9,0,75003,3,2008,0,2558827
222,9,1,75006,10,2002,0,3263844
89,5,0,75004,4,2018,0,793613
176,5,0,75018,8,2012,0,1789392
340,8,0,75009,2,2011,0,3040280
120,9,1,75001,6,2019,0,1437120
318,9,1,75005,10,2002,1,3978816
27,2,0,75018,1,2001,1,229743
323,9,1,75006,3,2017,0,4132462
223,7,1,75017,3,2021,0,2582563
58,5,1,75002,4,1995,1,541546
291,5,0,75001,7,1991,1,3811227
254,8,0,75003,6,2002,1,3098800
227,8,0,75014,5,2003,1,2719687
151,10,1,75014,10,2012,1,1822721
348,6,1,75013,6,1992,1,3277464
272,8,1,75014,9,2021,1,3572992
115,5,0,75006,3,1993,1,1107680
20,1,1,75012,6,1995,0,234080
257,10,0,75006,8,2021,0,2193495
20,1,1,75002,5,2008,1,295060
272,7,1,75016,2,1996,0,2486352
161,7,0,75011,3,1990,0,2213911
129,8,1,75008,8,2016,1,1381461
83,4,1,75002,6,2019,0,1059495
111,4,0,75010,4,1996,0,1048839
297,8,0,75009,4,2012,1,4388769
81,3,0,75004,5,2010,1,986337
135,7,0,75001,3,2011,1,1811835
188,9,1,75002,8,1999,0,2526532
70,3,0,75017,5,1996,0,691180
233,4,0,75011,2,2007,1,2083952
249,9,0,75010,4,1998,0,2598315
347,8,0,75016,3,2014,0,3840249
79,4,0,75006,7,2006,1,889540
274,10,1,75001,2,2000,0,3124696
239,9,1,75019,4,2003,1,2543916
86,5,0,75003,5,2016,1,1080848
290,5,1,75001,8,2009,0,4267350
254,8,0,75017,3,2021,1,3611626
325,8,1,75003,1,2006,1,2775500
55,5,1,75012,9,1994,0,590260
262,8,0,75005,2,1994,0,3353338
230,9,1,75003,5,1997,1,2397520
99,5,1,75001,8,2018,0,1117809
200,6,0,75018,4,1998,0,1695000
300,6,0,75009,9,2006,0,4019100
37,2,0,75004,7,2019,1,321567
265,7,1,75004,1,1990,1,3313030
208,9,1,75004,10,2013,0,1984112
138,8,0,75007,10,2013,0,2042814
235,6,0,75007,5,2020,1,2530950
20,1,0,75011,6,2020,1,198080
59,5,1,75003,6,2016,1,822519
320,4,1,75007,4,1992,1,4559040
193,4,1,75014,5,2014,0,2405938
43,1,0,75001,6,2009,0,586735
187,5,0,75010,8,2021,1,2161159
63,3,0,75002,8,2009,0,585711
160,9,1,75013,8,2013,0,1469280
238,6,0,75007,8,2017,1,3012366
81,3,0,75017,3,2009,0,873666
235,8,1,75020,6,2007,0,3127380
320,10,1,75002,5,2016,0,4138560
132,9,0,75013,6,1992,1,1393128
307,5,0,75017,3,2005,0,3243148
117,4,0,75016,4,2003,1,1224171
238,4,1,75020,9,2009,1,2554216
269,4,0,75020,10,1998,1,3907763
224,5,1,75019,3,1993,0,2579808
87,3,0,75017,1,1995,1,993801
51,4,0,75003,9,2015,0,530145
238,7,0,75013,4,1998,1,3181346
247,9,1,75014,2,2019,0,3045757
124,8,0,75007,6,1991,0,1606544
106,8,1,75013,9,2019,0,1110880
266,8,1,75010,7,2012,1,3262224
38,2,0,75003,8,2012,0,436810
218,6,0,75010,4,1996,0,3202420
150,9,1,75014,8,1995,1,1795950
344,6,1,75002,6,2021,0,3463392
94,10,0,75020,8,1993,1,849948
131,10,1,75017,6,2003,0,1227208
51,5,0,75008,5,2017,0,554013
231,9,1,75018,5,2017,1,2301453
238,9,1,75017,5,1991,0,2315502
244,9,1,75016,6,2006,0,2483432
327,7,0,75010,1,2019,0,3957027
289,9,1,75019,4,2013,0,4090795
170,10,1,75017,6,2014,1,1516910
253,10,1,75009,5,2006,1,2541385
130,8,1,75016,10,1994,1,1506310
279,4,0,75017,7,2007,1,2430369
30,1,1,75018,7,2011,0,422850
89,5,0,75011,1,2003,0,840694
115,7,0,75020,4,2017,0,1465445
138,5,0,75010,2,2009,1,1523658
233,9,0,75014,1,2019,0,3388053
170,9,1,75017,1,2010,1,1713770
261,4,0,75017,3,2008,1,2480805
292,7,1,75006,4,1994,0,3801548
68,4,0,75014,7,2000,0,977636
107,7,1,75018,10,2001,0,1050419
290,4,0,75008,8,1991,1,3684740
43,1,1,75011,4,1994,1,501466
330,9,1,75007,7,2009,1,3286470
302,10,0,75007,4,2014,0,2549182
136,10,1,75020,1,2001,0,1983152
339,10,0,75016,4,2019,1,3120495
161,6,1,75012,2,2020,1,2225181
26,1,0,75015,7,2014,0,230256
90,5,1,75020,3,2010,1,836820
23,1,0,75014,4,2003,1,325565
93,10,0,75020,6,2009,0,1108932
146,8,1,75016,10,1994,1,2061520
195,8,0,75001,3,1995,0,2048670
30,2,0,75020,3,2010,0,335070
113,7,0,75008,1,2000,1,1527308
220,7,0,75003,9,2005,0,2448820
137,9,1,75011,3,1994,1,1507822
188,6,0,75003,5,1997,1,2399632
267,7,0,75019,7,1993,0,2918577
295,5,1,75010,6,1993,0,2646150
49,2,0,75015,9,2016,1,713979
346,9,0,75010,7,2014,1,4559934
253,4,1,75017,9,1990,1,2674969
231,7,0,75013,4,2017,1,3273039
184,5,1,75011,4,2008,1,1605768
25,2,0,75018,3,2015,0,249025
80,4,1,75011,2,1993,1,998000
128,10,0,75006,6,1994,0,1286144
64,4,1,75014,4,2013,0,656960
294,8,0,75018,7,1992,1,4242126
283,9,0,75020,1,2009,1,3773522
191,5,1,75016,1,1998,0,1605928
113,7,1,75013,6,2012,1,1487080
63,4,1,75015,5,2020,1,581301
54,3,1,75003,6,2004,0,768420
168,9,1,75014,5,2004,0,2178792
324,9,1,75008,3,2018,1,3078648
61,5,0,75016,2,2018,0,677893
117,5,1,75018,3,2016,0,1459458
263,5,0,75006,4,2021,0,3775891
76,3,0,75001,7,1990,0,771552
90,5,1,75016,2,2005,0,1239210
75,5,1,75018,5,2010,0,1046775
291,6,0,75007,5,1998,1,2514240
218,6,0,75017,9,2016,0,3189776
202,7,1,75007,10,1990,1,2391276
171,4,0,75014,9,2004,0,2312091
235,10,1,75011,5,2012,1,2407810
105,8,1,75002,10,2010,0,1148070
35,1,0,75008,9,2008,0,417970
142,10,0,75001,1,1992,0,1786928
284,9,1,75003,7,2006,0,2832048
309,4,1,75002,7,2020,0,2612595
77,4,1,75009,5,2003,0,649572
330,9,1,75012,7,1997,0,4479090
199,7,1,75018,7,1992,0,2847690
217,10,1,75013,8,1997,1,2764580
174,7,0,75009,1,1993,1,1903560
84,4,1,75006,7,1994,0,971040
62,3,1,75014,2,1990,1,844130
306,10,0,75017,3,2021,1,2970648
154,5,0,75001,9,2005,1,2171554
154,8,0,75016,3,1992,0,1728496
320,6,1,75003,1,1992,1,4242240
176,4,0,75014,3,2007,0,1832160
331,9,0,75002,7,1993,0,3447365
203,10,1,75006,3,1994,0,2400678
249,6,0,75017,6,1991,1,3692421
244,4,1,75015,4,2019,0,2123288
290,6,0,75005,4,2020,1,3424900
64,5,1,75017,8,2009,0,959104
112,4,1,75011,9,2005,0,1229760
97,7,1,75019,8,2016,0,952831
174,10,1,75001,9,2017,0,2419644
285,5,0,75018,5,2014,1,2908995
277,5,0,75009,7,2016,0,2893542
191,9,0,75002,1,2003,1,1662464
99,9,1,75014,3,1995,0,1390554
284,7,1,75006,1,1990,0,2983704
39,1,1,75016,5,2012,1,435708
240,8,1,75020,4,2019,1,2118720
128,9,1,75003,7,2008,1,1615744
99,7,1,75019,5,2010,1,1036134
153,8,1,75003,7,2012,0,1885878
128,8,1,75015,8,2005,1,1389952
316,5,0,75001,9,2000,0,4454336
65,3,1,75017,4,2019,1,883090
54,4,1,75013,5,1992,1,711396
20,1,0,75013,7,2017,1,240260
201,4,0,75002,9,1990,0,1966182
314,9,1,75013,7,2002,1,2676850
245,9,0,75019,1,2006,1,2338280
111,4,0,75009,9,2001,0,1454544
164,4,0,75002,5,2020,0,2202028
118,4,1,75006,8,2018,0,1673712
54,3,0,75006,9,2011,1,520938
23,1,0,75011,2,2018,0,200192
46,1,0,75015,9,2000,1,465612
172,7,1,75007,9,1993,1,2062280
110,5,0,75006,10,2007,0,1171390
226,8,1,75007,3,2010,1,2125982
57,3,1,75009,10,1990,0,816126
20,1,0,75015,7,2016,1,286420
345,6,1,75013,8,2000,1,3204015
290,9,0,75011,5,2009,0,2964960
42,1,1,75003,4,2016,1,550284
272,5,0,75015,8,2016,1,2879664
136,4,1,75008,9,2014,0,1156816
261,8,1,75017,10,2005,1,2679948
191,4,0,75005,5,1991,1,2628160
294,4,1,75008,9,2014,1,4281522
293,8,0,75020,2,2002,1,3064780
142,6,1,75010,5,2010,1,1858780
268,4,1,75014,4,1995,0,2766296
28,1,1,75014,8,2003,1,385364
245,6,0,75006,6,2004,1,2195200
105,5,1,75004,1,2015,0,1543605
218,5,0,75017,3,2020,0,2156892
99,4,1,75018,6,2004,1,998910
48,2,0,75008,6,2004,0,561408
256,6,0,75009,3,1999,1,3558656
285,6,0,75004,7,2006,0,2608320
300,8,0,75004,6,1999,1,2795100
257,8,1,75019,7,1997,0,2248493
305,8,1,75020,5,2021,0,3283325
304,5,0,75014,1,2000,1,4284880
87,5,1,75013,10,2017,1,1110381
52,3,0,75006,10,1995,0,759824
171,10,0,75007,2,1992,1,2032164
83,5,0,75012,2,2008,0,1147060
271,8,1,75020,9,1998,1,2401331
294,5,1,75003,5,2007,0,4232718
308,5,1,75014,9,2004,0,3308844
